player,name,search_key,nationalite,nationalites_brut,postes,nb_clubs,apps_top5,sitelinks,championnats,first_year,last_year,matchs_grands_clubs,score,difficulte
Q27873,Joseph Barbato,joseph barbato,France,France,attaquant,3,8,10,L1,2011,2015,0,11,exclu
Q27876,Víctor Pérez Alonso,victor perez alonso,Espagne,Espagne,milieu de terrain,7,69,16,LIGA,2006,2015,0,23,legende
Q27886,Landry Bonnefoi,landry bonnefoi,France,France,gardien de but,8,8,19,L1 / SA,2000,2015,0,20,exclu
Q27889,Mikel Balenziaga,mikel balenziaga,Espagne,Espagne,arrière latéral / défenseur central,6,358,30,LIGA,2002,2024,0,66,difficile
Q28239,Gonzalo Castro,gonzalo castro,Allemagne,Allemagne / Espagne,milieu de terrain,3,286,42,BUN,2005,2018,286,128,moyen
Q29062,Iulian Filipescu,iulian filipescu,Roumanie,Roumanie,défenseur,6,121,23,BUN / LIGA,1991,2008,0,35,legende
Q29097,Renato Dirnei Florêncio,renato dirnei florencio,Brésil,Brésil / Italie,milieu excentré,4,204,29,LIGA,1996,2014,204,90,moyen
Q29162,Tomáš Rosický,tomas rosicky,Tchéquie,Tchéquie,milieu de terrain,3,319,61,BUN / PL,1998,2017,319,157,facile
Q29339,Maniche,maniche,Portugal,Portugal,milieu de terrain,9,106,43,BUN / LIGA / PL / SA,1995,2011,80,70,difficile
Q29454,Sylvain Marveaux,sylvain marveaux,France,France,milieu de terrain,3,166,25,L1 / PL,2006,2016,0,42,legende
Q29456,Michael Johnson,michael johnson,Royaume-Uni,Royaume-Uni,milieu de terrain,2,37,27,PL,2006,2012,37,38,legende
Q29491,Chris Smalling,chris smalling,Angleterre,Royaume-Uni,défenseur central,5,332,61,PL / SA,2007,2026,319,158,facile
Q29495,Jonny Evans,jonny evans,Irlande du Nord,Irlande / Royaume-Uni,défenseur central,6,395,54,PL,2006,2025,161,126,moyen
Q29497,Carl Jenkinson,carl jenkinson,Royaume-Uni,Royaume-Uni,arrière latéral,6,122,38,PL,2010,2019,70,64,difficile
Q29516,Theo Walcott,theo walcott,Angleterre,Royaume-Uni,milieu excentré,3,397,67,PL,2005,2023,270,161,facile
Q29566,Michael Carrick,michael carrick,Angleterre,Royaume-Uni,milieu de terrain,5,489,68,PL,1999,2018,380,193,facile
Q29649,Cicinho,cicinho,Brésil,Brésil,arrière latéral,7,19,19,LIGA,2007,2015,19,25,legende
Q31287,Ivo Ulich,ivo ulich,Tchéquie,Tchéquie,milieu de terrain,5,120,44,BUN,1992,2008,0,56,difficile
Q31442,Emiliano Sala,emiliano sala,Argentine / Italie,Argentine / Italie,attaquant,6,143,52,L1 / PL,2012,2019,11,68,difficile
Q31443,Hadi Sacko,hadi sacko,Mali,France / Mali,milieu excentré,10,11,19,L1,2012,2022,11,22,legende
Q31664,Reto Ziegler,reto ziegler,Suisse,Suisse,milieu excentré,10,201,36,BUN / PL / SA,2002,2014,24,61,difficile
Q31682,Florian Marange,florian marange,France,France,arrière latéral,6,122,18,L1 / PL,2004,2014,83,47,difficile
Q31684,Nicolas Maurice-Belay,nicolas mauricebelay,France,France,milieu excentré,4,151,20,L1,2003,2011,0,35,legende
Q31744,Cheick Diabaté,cheick diabate,Mali,Mali,attaquant,9,2,28,L1,2000,2019,0,28,exclu
Q31757,Abdou Traoré,abdou traore,Mali,Mali,milieu de terrain,5,114,22,L1,2003,2018,91,52,difficile
Q31760,Jussiê,jussie,Brésil / France,Brésil / France,milieu de terrain,5,84,33,L1,2001,2013,16,45,difficile
Q31766,Mariano Ferreira Filho,mariano ferreira filho,Brésil,Brésil,arrière latéral,9,120,27,L1,2005,2015,120,63,difficile
Q31775,Yoan Gouffran,yoan gouffran,France,France,attaquant / milieu de terrain,3,185,29,L1,2003,2013,139,75,moyen
Q31777,Matthieu Chalmé,matthieu chalme,France,France,arrière latéral,4,270,22,L1,2001,2014,258,101,moyen
Q31783,Grégory Sertic,gregory sertic,France,France,milieu de terrain,2,41,22,L1,2008,2011,18,30,legende
Q31792,Landry Nguémo,landry nguemo,Cameroun / France,Cameroun / France,milieu de terrain,5,222,33,L1,2005,2015,67,69,difficile
Q31803,Ludovic Sané,ludovic sane,Sénégal,France / Sénégal,défenseur central,6,226,25,BUN / L1,2006,2020,188,85,moyen
Q31893,Marc Planus,marc planus,France,France,défenseur,1,379,33,L1,2001,2015,379,147,moyen
Q31903,David Bellion,david bellion,France,France,attaquant,7,231,20,L1 / PL,1998,2014,138,71,difficile
Q31907,Benoît Trémoulinas,benoit tremoulinas,France,France,arrière latéral,4,177,33,L1,2007,2014,165,84,moyen
Q31951,André Biyogo Poko,andre biyogo poko,Gabon,Gabon,milieu de terrain,4,73,24,L1,2009,2018,73,46,difficile
Q31972,Fahid Ben Khalfallah,fahid ben khalfallah,France / Tunisie,France / Tunisie,milieu excentré,8,145,18,L1,2001,2014,76,48,difficile
Q31981,David Alaba,david alaba,Autriche,Autriche,arrière latéral / défenseur central / milieu de terrain,5,380,68,BUN / LIGA,2002,2026,363,179,facile
Q31988,Henrique,henrique,Brésil,Brésil,défenseur,3,146,17,L1,2003,2015,146,61,difficile
Q31992,Abdoulaye Keita,abdoulaye keita,France / Mali,France / Mali,gardien de but,2,10,8,L1,2008,2013,10,11,legende
Q31997,Ažbe Jug,azbe jug,Slovénie,Slovénie,gardien de but,3,3,15,L1,2009,2015,3,16,exclu
Q32091,Henri Saivet,henri saivet,France / Sénégal,France / Sénégal,attaquant,3,134,31,L1,2007,2016,134,71,difficile
Q32556,Antonio Candreva,antonio candreva,Italie,Italie,milieu excentré,10,509,50,SA,2004,2024,291,159,moyen
Q33107,Romain Élie,romain elie,France,France,défenseur,9,21,11,L1,2003,2014,0,13,legende
Q34658,Michael Reiziger,michael reiziger,Pays-Bas,Royaume des Pays-Bas,arrière latéral,7,146,37,LIGA / PL,1990,2007,124,76,moyen
Q36305,Alessandro Matri,alessandro matri,Italie,Italie,attaquant,11,346,42,SA,2002,2020,109,98,moyen
Q36386,Lothar Matthäus,lothar matthaus,Allemagne,Allemagne,libéro / milieu de terrain,4,24,85,BUN,1979,2000,24,92,facile
Q37717,Shaun Maloney,shaun maloney,Écosse,Royaume-Uni,attaquant,5,70,36,PL,2000,2015,0,43,difficile
Q38136,Marcelo,marcelo,Brésil,Brésil / Espagne,arrière latéral,3,386,80,LIGA,2005,2025,386,196,facile
Q38317,Marians Pahars,marians pahars,Lettonie,Lettonie,attaquant,7,117,29,PL,1994,2010,0,41,legende
Q38321,Arnaud Anastassowa,arnaud anastassowa,France,France,défenseur,4,0,9,L1,2007,2014,0,9,exclu
Q38660,Roberto Román Triguero,roberto roman triguero,Espagne,Espagne,arrière latéral / défenseur,6,26,18,LIGA,2003,2009,0,21,legende
Q38917,Mauro Goicoechea,mauro goicoechea,Italie / Uruguay,Italie / Uruguay,gardien de but,5,15,22,SA,2007,2015,15,26,legende
Q39114,Sidney Sam,sidney sam,Allemagne,Allemagne,milieu excentré,10,116,31,BUN,2006,2021,105,64,difficile
Q39209,Koray Günter,koray gunter,Allemagne / Turquie,Allemagne / Turquie,défenseur central,9,122,23,BUN / SA,2012,2025,1,35,legende
Q39230,Marquinhos,marquinhos,Brésil,Brésil / Portugal,défenseur central,3,349,56,L1 / SA,2011,2013,349,161,moyen
Q39233,Alexandre Kokorine,alexandre kokorine,Russie,Russie,attaquant,6,10,45,SA,2008,2024,0,46,difficile
Q39236,Adam Morgan,adam morgan,Royaume-Uni,Royaume-Uni,attaquant,7,0,15,PL,2012,2016,0,15,exclu
Q39287,Oliver Kirch,oliver kirch,Allemagne,Allemagne,milieu de terrain,7,137,28,BUN,2002,2016,18,45,difficile
Q39444,Ronaldinho,ronaldinho,Brésil,Brésil / Espagne,ailier,9,276,114,L1 / LIGA / SA,1998,2015,276,197,facile
Q39684,Bernard Mendy,bernard mendy,France,France,arrière latéral,10,90,24,L1 / PL,1998,2015,0,33,legende
Q39710,Eden Ben Basat,eden ben basat,Israël,Israël,attaquant,8,84,17,L1,2003,2014,0,25,legende
Q39716,Larsen Touré,larsen toure,France / Guinée,France / Guinée,milieu excentré,7,73,15,L1,2006,2015,0,22,legende
Q39726,John Jairo Culma,john jairo culma,Colombie,Colombie,milieu de terrain,7,26,12,L1,1999,2013,0,15,legende
Q39728,Alexis Thébaux,alexis thebaux,France,France,gardien de but,6,128,11,L1,2004,2015,0,24,legende
Q39730,Bruno Grougi,bruno grougi,France,France,milieu de terrain,4,8,11,L1,2001,2009,0,12,exclu
Q39746,Jonathan Ayité,jonathan ayite,France / Togo,France / Togo,attaquant,5,31,22,L1,2004,2014,0,25,legende
Q39749,Tripy Makonda,tripy makonda,France / République du Congo,France / République du Congo,arrière latéral,3,25,13,L1,2008,2015,0,16,legende
Q39751,Richard Soumah,richard soumah,France,France,milieu de terrain,5,25,13,L1,2006,2014,0,16,legende
Q39754,Ismaël Traoré,ismael traore,Côte d'Ivoire / France / Mali,Côte d'Ivoire / France / Mali,défenseur,3,53,26,L1,2006,2015,0,31,legende
Q40596,Łukasz Fabiański,lukasz fabianski,Pologne,Pologne,gardien de but,6,376,56,PL,2004,2025,32,100,moyen
Q40604,Kieran Gibbs,kieran gibbs,Angleterre,Royaume-Uni,arrière latéral,5,184,53,PL,2004,2022,137,99,moyen
Q40771,Alfreð Finnbogason,alfred finnbogason,Islande,Islande,attaquant,10,138,52,BUN / LIGA,2007,2025,0,66,difficile
Q41244,Andriy Shevtchenko,andriy shevtchenko,Ukraine,Ukraine,attaquant,3,274,86,PL / SA,1994,2012,274,168,facile
Q41533,Frank Lampard,frank lampard,Angleterre,Royaume-Uni,milieu de terrain,5,510,104,PL,1995,2016,461,247,facile
Q41895,Kenny Miller,kenny miller,Écosse,Royaume-Uni,attaquant,9,62,29,PL,1998,2014,0,35,legende
Q42010,Marouane Chamakh,marouane chamakh,Maroc,France / Maroc,attaquant,5,437,45,L1 / PL,2003,2016,368,162,moyen
Q42601,David Ginola,david ginola,France,France,attaquant / milieu excentré,9,70,41,PL,1983,2002,33,55,difficile
Q42731,Fernando Torres,fernando torres,Espagne,Espagne,attaquant,5,503,91,LIGA / PL / SA,1995,2019,503,242,facile
Q43666,Thomas Müller,thomas muller,Allemagne,Allemagne,attaquant / milieu offensif,3,503,94,BUN,2008,2025,503,245,facile
Q43682,Philipp Lahm,philipp lahm,Allemagne,Allemagne,arrière latéral,3,386,86,BUN,2001,2017,332,191,facile
Q43729,Andrés Iniesta,andres iniesta,Espagne,Espagne,milieu de terrain,4,442,106,LIGA,2001,2024,442,239,facile
Q43752,Florian Heller,florian heller,Allemagne,Allemagne,attaquant,8,117,9,BUN,2000,2014,58,32,legende
Q43913,Arjen Robben,arjen robben,Pays-Bas,Royaume des Pays-Bas,ailier droit / milieu offensif,6,318,93,BUN / LIGA / PL,1989,2021,318,188,facile
Q43926,Andrea Pirlo,andrea pirlo,Italie,Italie,milieu de terrain,6,456,85,SA,1995,2017,418,214,facile
Q44073,Bixente Lizarazu,bixente lizarazu,France,France,arrière latéral,4,221,59,BUN / L1,1988,2006,221,125,moyen
Q44097,Marco Borriello,marco borriello,Italie,Italie,attaquant,15,332,49,PL / SA,2001,2019,118,106,moyen
Q44118,Hamit Altıntop,hamit altintop,Turquie,Turquie,milieu excentré,5,182,54,BUN / LIGA,2000,2012,182,109,moyen
Q44157,Manuel Onwu,manuel onwu,Espagne,Espagne,avant-centre,12,25,14,LIGA,2002,2022,0,16,legende
Q44181,Anatoly Timochtchouk,anatoly timochtchouk,Ukraine,Ukraine,milieu de terrain,6,86,52,BUN,1995,2016,86,78,moyen
Q44266,Wilfried Sanou,wilfried sanou,Burkina Faso,Burkina Faso,milieu excentré,7,63,43,BUN,2001,2013,0,49,difficile
Q44298,Bastian Schweinsteiger,bastian schweinsteiger,Allemagne,Allemagne,milieu de terrain,4,360,76,BUN / PL,2001,2019,360,184,facile
Q44309,Daniel Van Buyten,daniel van buyten,Belgique,Belgique,défenseur / défenseur central,7,300,54,BUN / L1 / PL,1998,2014,239,132,moyen
Q44513,Willy Sagnol,willy sagnol,France,France,défenseur,4,208,46,BUN / L1,1995,2009,208,108,moyen
Q44522,Stefan Effenberg,stefan effenberg,Allemagne,Allemagne,milieu de terrain,5,90,46,BUN,1987,2004,71,69,difficile
Q44527,Ryan Fraser,ryan fraser,Écosse,Royaume-Uni,milieu offensif gauche,5,184,34,PL,2010,2024,0,52,difficile
Q44629,Lionel Cappone,lionel cappone,France,France,gardien de but,8,32,11,L1,1995,2017,0,14,legende
Q44635,Moïse Brou Apanga,moise brou apanga,Gabon,Côte d'Ivoire / Gabon,défenseur central,8,42,19,L1 / SA,1999,2017,0,23,legende
Q44643,Bertrand Laquait,bertrand laquait,France,France,gardien de but,5,79,16,L1 / LIGA,1996,2015,0,24,legende
Q44655,Paolo Di Canio,paolo di canio,Italie,Italie,attaquant,10,199,44,PL / SA,1985,2008,50,74,difficile
Q44656,Ahmed Kantari,ahmed kantari,France / Maroc,France / Maroc,défenseur / défenseur central,6,113,21,L1,2005,2015,0,32,legende
Q44663,Rodney Strasser,rodney strasser,Sierra Leone,Sierra Leone,milieu de terrain,8,20,29,SA,2008,2016,6,32,legende
Q44665,Djakaridja Koné,djakaridja kone,Côte d'Ivoire,Côte d'Ivoire,milieu de terrain,5,63,26,L1,2005,2015,0,32,legende
Q44668,Tomáš Mičola,tomas micola,Tchéquie,Tchéquie,attaquant,3,18,12,L1,2006,2012,0,14,legende
Q44671,Mario Lička,mario licka,Tchéquie,Tchécoslovaquie / Tchéquie,milieu de terrain,8,90,14,L1 / SA,2002,2015,0,23,legende
Q44673,Andreas Ottl,andreas ottl,Team 2006,Allemagne,milieu de terrain,5,148,33,BUN,2004,2014,92,66,difficile
Q44689,Saber Khalifa,saber khalifa,Tunisie,Tunisie,milieu excentré,7,84,26,L1,2005,2015,28,40,legende
Q44694,Kamel Chafni,kamel chafni,France / Maroc,France / Maroc,milieu de terrain,9,194,19,L1,2000,2014,0,38,legende
Q44698,Cédric Barbosa,cedric barbosa,France,France,milieu de terrain,6,180,17,L1,1994,2009,0,35,legende
Q44702,Brahim Ferradj,brahim ferradj,France,France,défenseur,2,46,13,L1,2007,2017,0,18,legende
Q44708,Hervé Bugnet,herve bugnet,France,France,attaquant,11,15,12,L1,2000,2013,15,16,legende
Q44711,Guillaume Lacour,guillaume lacour,France,France,milieu de terrain,3,34,11,L1,2001,2013,0,14,legende
Q44716,Éric Tié Bi,eric tie bi,Côte d'Ivoire / France,Côte d'Ivoire / France,milieu de terrain,3,64,14,L1,2010,2015,0,20,legende
Q44719,Ousmane Coulibaly,ousmane coulibaly,France / Mali,France / Mali,arrière latéral,3,43,20,L1,2008,2014,0,24,legende
Q44730,Iheb Mbarki,iheb mbarki,Tunisie,Tunisie,défenseur,4,15,11,L1,2009,2020,0,12,legende
Q44731,Benoît Lesoimier,benoit lesoimier,France,France,milieu de terrain,5,97,10,L1,2002,2016,0,20,legende
Q44739,Paul Baysse,paul baysse,France,France,défenseur,5,86,20,L1,2006,2015,0,29,legende
Q44740,Abel Khaled,abel khaled,France,France,attaquant / milieu de terrain,3,12,13,L1,2010,2015,0,14,legende
Q44742,Breno Borges,breno borges,Brésil,Brésil,défenseur central,3,28,28,BUN,2007,2012,21,35,legende
Q44743,Ali M'Madi,ali mmadi,Comores,Comores,milieu de terrain / milieu excentré,3,16,16,L1,2009,2015,0,18,legende
Q44745,Kévin Bérigaud,kevin berigaud,France,France,attaquant,5,161,16,L1,2007,2022,0,32,legende
Q44748,Mohammed Rabiu,mohammed rabiu,Ghana,Ghana,milieu de terrain,7,53,27,L1 / SA,2008,2013,0,32,legende
Q44750,Dialo Guidileye,dialo guidileye,France / Mauritanie,France / Mauritanie,milieu de terrain,5,21,11,L1,2007,2015,0,13,legende
Q44751,Adama Ba,adama ba,Mauritanie,Mauritanie,milieu de terrain,5,27,16,L1,2009,2015,0,19,legende
Q44774,Grégory Lorenzi,gregory lorenzi,France,France,défenseur central,6,46,13,L1,2004,2015,0,18,legende
Q44788,Matteo Darmian,matteo darmian,Italie,Italie,arrière latéral / défenseur central,7,361,52,PL / SA,2006,2026,214,131,moyen
Q44815,Giovane Élber,giovane elber,Allemagne / Brésil,Allemagne / Brésil,attaquant,8,147,38,BUN / L1,1990,2006,143,81,moyen
Q44834,Thomas Kraft,thomas kraft,Allemagne,Allemagne,gardien de but,3,12,30,BUN,2006,2011,12,34,legende
Q44849,Geoffrey Dernis,geoffrey dernis,France,France,attaquant,6,212,14,L1,1998,2014,52,46,difficile
Q44869,Fabrice Ehret,fabrice ehret,France,France,milieu de terrain,7,202,15,BUN / L1,1997,2015,0,35,legende
Q44878,Jonathan Mensah,jonathan mensah,Ghana,Ghana,défenseur central,6,39,36,L1 / SA,2007,2016,0,40,legende
Q44885,Cédric Mongongu,cedric mongongu,République démocratique du Congo,République démocratique du Congo,défenseur central,3,168,20,L1,2007,2016,79,53,difficile
Q44888,Yannick Sagbo,yannick sagbo,Côte d'Ivoire,Côte d'Ivoire / France,attaquant,5,170,17,L1 / PL,2005,2015,72,48,difficile
Q44899,Brice Dja Djédjé,brice dja djedje,Côte d'Ivoire,Côte d'Ivoire,défenseur,2,70,24,L1,2010,2014,0,31,legende
Q44902,Cédric Cambon,cedric cambon,France,France,arrière latéral,4,106,15,L1,2004,2015,0,26,legende
Q44915,Youssef Adnane,youssef adnane,France,France,attaquant,8,55,14,L1,2004,2015,0,20,legende
Q44977,Pierre-Emerick Aubameyang,pierreemerick aubameyang,Gabon,Espagne / France / Gabon,avant-centre,13,493,73,BUN / L1 / LIGA / PL / SA,1999,2026,402,203,facile
Q44983,Erwin Hoffer,erwin hoffer,Autriche,Autriche,attaquant,7,50,26,BUN / SA,2004,2015,8,33,legende
Q45031,Olivier Sorlin,olivier sorlin,France,France,milieu de terrain,6,98,19,L1,1997,2010,20,33,legende
Q45134,Lacina Traoré,lacina traore,Côte d'Ivoire,Côte d'Ivoire,attaquant,10,27,34,L1 / PL,2006,2021,26,42,legende
Q45167,Phil Masinga,phil masinga,Afrique du Sud,Afrique du Sud,attaquant,7,38,23,SA,1990,2002,0,27,legende
Q45538,Robbie Brady,robbie brady,Irlande,Irlande,milieu de terrain / milieu excentré,6,174,38,PL,2011,2022,0,55,difficile
Q45567,Fernando Morientes,fernando morientes,Espagne,Espagne,attaquant,8,284,48,L1 / LIGA / PL,1993,2015,284,133,moyen
Q45613,Paul Scholes,paul scholes,Angleterre,Royaume-Uni,milieu de terrain,1,344,73,PL,1993,2013,344,176,facile
Q45626,Ruud van Nistelrooy,ruud van nistelrooy,Pays-Bas,Royaume des Pays-Bas,attaquant,7,282,75,BUN / LIGA / PL,1993,2012,218,147,facile
Q45766,Mario Gómez,mario gomez,Allemagne,Allemagne,attaquant,6,345,72,BUN / SA,2003,2020,115,130,facile
Q45900,Fabio Quagliarella,fabio quagliarella,Italie,Italie,attaquant,8,570,56,SA,1999,2023,118,137,moyen
Q45901,Thierry Henry,thierry henry,France,France,attaquant,5,452,103,LIGA / PL / SA,1994,2014,452,239,facile
Q46068,Agostinho Cá,agostinho ca,Portugal,Portugal,milieu de terrain,9,0,14,LIGA,2010,2020,0,14,exclu
Q46347,Patrick Vieira,patrick vieira,France,France,milieu défensif,6,420,71,PL / SA,1993,2011,420,197,facile
Q46502,Juan Sebastián Verón,juan sebastian veron,Argentine,Argentine,milieu de terrain,10,160,56,PL / SA,1994,2014,160,104,moyen
Q46522,Calum Chambers,calum chambers,Royaume-Uni,Royaume-Uni,arrière latéral / défenseur central,5,151,41,PL,2012,2022,74,71,difficile
Q46645,Pape Souaré,pape souare,Sénégal,Sénégal,arrière latéral,4,23,27,L1,2007,2015,0,29,legende
Q46679,Idrissa Gueye,idrissa gueye,Sénégal,Sénégal,milieu de terrain,7,462,51,L1 / PL,2007,2026,208,139,moyen
Q46741,Leonardo,leonardo,Brésil,Brésil,milieu de terrain,6,49,63,SA,1987,2003,49,78,facile
Q46896,Zlatan Ibrahimović,zlatan ibrahimovic,Suède,Suède,attaquant,9,467,119,L1 / LIGA / PL / SA,1999,2023,467,259,facile
Q47026,Gérard Gnanhouan,gerard gnanhouan,Côte d'Ivoire / France,Côte d'Ivoire / France,gardien de but,7,22,21,L1,1999,2013,0,23,legende
Q47029,Diego Klimowicz,diego klimowicz,Argentine,Argentine,attaquant,7,213,22,BUN,1993,2011,38,51,difficile
Q47095,Kanga Akalé,kanga akale,Côte d'Ivoire / France,Côte d'Ivoire / France,milieu de terrain,10,227,23,L1 / LIGA,1997,2013,38,53,difficile
Q47230,Andreï Archavine,andrei archavine,Russie,Russie,attaquant / milieu de terrain / milieu excentré,5,105,71,PL,1999,2018,105,102,facile
Q47487,Ignacio Camacho,ignacio camacho,Espagne,Espagne,milieu de terrain,4,214,33,BUN / LIGA,2007,2020,22,59,difficile
Q47489,Djalminha,djalminha,Brésil,Brésil,milieu de terrain,7,98,48,LIGA,1989,2004,0,58,difficile
Q47503,Leo Franco,leo franco,Argentine,Argentine / Italie,gardien de but,10,351,36,LIGA,1995,2016,153,102,moyen
Q47548,Víctor Valdés,victor valdes,Espagne,Espagne,gardien de but,6,417,74,LIGA / PL,2000,2017,389,194,facile
Q47950,Carlos Vela,carlos vela,Mexique,Mexique,attaquant,7,289,59,LIGA / PL,2005,2024,29,94,moyen
Q48330,Roberto Mancini,roberto mancini,Italie,Italie,attaquant,4,48,64,PL / SA,1981,2001,44,78,facile
Q48640,Radosław Kałużny,radoslaw kaluzny,Pologne,Pologne,milieu de terrain,10,52,21,BUN,1991,2011,12,29,legende
Q48770,Álvaro Morata,alvaro morata,Espagne,Espagne,attaquant,9,395,70,LIGA / PL / SA,2010,2026,369,183,facile
Q48892,Didier Drogba,didier drogba,Côte d'Ivoire,Côte d'Ivoire / France,attaquant,8,334,91,L1 / PL,1998,2018,289,182,facile
Q49704,Sergio Busquets,sergio busquets,Espagne,Espagne,milieu défensif,8,481,82,LIGA,1995,2025,481,226,facile
Q49783,Marc Hensel,marc hensel,Allemagne / République démocratique allemande,Allemagne / République démocratique allemande,milieu de terrain,4,30,7,BUN,2004,2015,0,10,legende
Q49784,Jan Hochscheidt,jan hochscheidt,Allemagne,Allemagne,milieu de terrain,4,42,10,BUN,2006,2014,0,14,legende
Q49787,Enrico Kern,enrico kern,Allemagne,Allemagne / République démocratique allemande,attaquant,7,33,10,BUN,1998,2013,0,13,legende
Q49789,René Klingbeil,rene klingbeil,Allemagne / République démocratique allemande,Allemagne / République démocratique allemande,défenseur,5,72,11,BUN,1998,2015,0,18,legende
Q49790,Guido Koçer,guido kocer,Allemagne / Turquie,Allemagne / Turquie,milieu excentré,5,20,7,BUN,2007,2014,0,9,legende
Q49792,Mike Könnecke,mike konnecke,Allemagne,Allemagne,milieu de terrain,3,96,7,BUN,2007,2011,0,17,legende
